12        全球变化与海气相互作用21          xx所        某洋南部  GASI-02-IND-STSsum            海测330120160721135901-0800  102   路人甲                   GPS探空仪 CF-06-A
22STC083  120160721140257 073101.20S 1043107.13E  6  783.101-9-9.99 23.582  925.172  61.001  11.092 326.801 
22STC083  120160721140258 073101.52S 1043107.35E  6  786.901-9-9.99 23.552  924.782  61.301  11.122 326.801 
22STC083  120160721140259 073101.85S 1043107.62E  6  790.501-9-9.99 23.512  924.392  61.501  11.142 326.901 
22STC083  120160721140300 073102.17S 1043107.87E  6  794.101-9-9.99 23.472  924.022  61.701  11.162 326.901 
22STC083  120160721140301 073102.46S 1043108.09E  6  797.501-9-9.99 23.442  923.662  61.801  11.182 327.001 
22STC083  120160721140302 073102.78S 1043108.28E  6  800.901-9-9.99 23.402  923.302  61.901  11.192 327.001 
22STC083  120160721140303 073103.07S 1043108.50E  6  804.301-9-9.99 23.362  922.942  62.001  11.202 327.101 
22STC083  120160721140304 073103.36S 1043108.72E  6  807.901-9-9.99 23.332  922.562  62.001  11.212 327.101 
22STC083  120160721140305 073103.65S 1043108.91E  6  811.601-9-9.99 23.302  922.172  62.101  11.222 327.201 
22STC083  120160721140306 073103.97S 1043109.13E  6  815.401-9-9.99 23.262  921.772  62.201  11.222 327.201 
22STC083  120160721140307 073104.26S 1043109.32E  6  819.301-9-9.99 23.232  921.362  62.201  11.232 327.301 
22STC083  120160721140308 073104.62S 1043109.54E  6  823.201-9-9.99 23.202  920.952  62.301  11.232 327.401 
22STC083  120160721140309 073104.94S 1043109.74E  6  827.101-9-9.99 23.172  920.542  62.301  11.242 327.501 
22STC083  120160721140310 073105.30S 1043109.96E  6  831.101-9-9.99 23.142  920.132  62.401  11.242 327.601 
22STC083  120160721140311 073105.66S 1043110.18E  6  835.001-9-9.99 23.112  919.722  62.501  11.232 327.701 
22STC083  120160721140312 073106.02S 1043110.42E  6  838.901-9-9.99 23.072  919.312  62.701  11.232 327.801 
22STC083  120160721140313 073106.35S 1043110.64E  6  842.801-9-9.99 23.042  918.902  62.801  11.242 328.001 
22STC083  120160721140314 073106.67S 1043110.83E  6  846.601-9-9.99 23.012  918.492  63.001  11.242 328.101 
22STC083  120160721140315 073107.00S 1043111.11E  6  850.401-9-9.99 22.992  918.092  63.201  11.252 328.201 
22STC083  120160721140316 073107.28S 1043111.27E  6  854.201-9-9.99 22.962  917.702  63.301  11.262 328.401 
22STC083  120160721140317 073107.57S 1043111.49E  6  857.801-9-9.99 22.942  917.322  63.401  11.272 328.501 
22STC083  120160721140318 073107.93S 1043111.71E  6  861.401-9-9.99 22.922  916.942  63.501  11.272 328.601 
22STC083  120160721140319 073108.26S 1043111.93E  6  864.901-9-9.99 22.902  916.582  63.601  11.282 328.701 
22STC083  120160721140320 073108.62S 1043112.10E  6  868.301-9-9.99 22.872  916.222  63.801  11.282 328.801 
22STC083  120160721140321 073108.98S 1043112.32E  6  871.601-9-9.99 22.852  915.882  63.901  11.282 328.801 
22STC083  120160721140322 073109.26S 1043112.54E  6  874.801-9-9.99 22.822  915.542  64.001  11.282 328.901 
22STC083  120160721140323 073109.55S 1043112.73E  6  878.001-9-9.99 22.792  915.202  64.201  11.282 328.901 
22STC083  120160721140324 073109.80S 1043112.95E  6  881.201-9-9.99 22.762  914.872  64.301  11.282 328.901 
22STC083  120160721140325 073110.09S 1043113.11E  6  884.401-9-9.99 22.732  914.542  64.401  11.282 328.901 
22STC083  120160721140326 073110.42S 1043113.31E  6  887.601-9-9.99 22.712  914.202  64.401  11.282 329.001 
22STC083  120160721140327 073110.78S 1043113.50E  6  891.001-9-9.99 22.692  913.852  64.301  11.272 328.901 
22STC083  120160721140328 073111.17S 1043113.69E  6  894.601-9-9.99 22.672  913.482  64.201  11.272 328.901 
22STC083  120160721140329 073111.57S 1043113.91E  6  898.201-9-9.99 22.652  913.102  64.101  11.262 328.901 
22STC083  120160721140330 073111.89S 1043114.13E  6  901.901-9-9.99 22.632  912.712  64.001  11.262 328.801 
22STC083  120160721140331 073112.22S 1043114.35E  6  905.501-9-9.99 22.612  912.342  64.101  11.262 328.701 
22STC083  120160721140332 073112.54S 1043114.51E  6  908.901-9-9.99 22.592  911.982  64.201  11.262 328.701 
22STC083  120160721140333 073112.83S 1043114.73E  6  912.201-9-9.99 22.562  911.632  64.401  11.282 328.601 
22STC083  120160721140334 073113.15S 1043114.93E  6  915.501-9-9.99 22.532  911.302  64.601  11.302 328.601 
22STC083  120160721140335 073113.48S 1043115.12E  6  918.601-9-9.99 22.502  910.972  64.701  11.312 328.501 
22STC083  120160721140336 073113.84S 1043115.31E  6  921.801-9-9.99 22.482  910.632  64.901  11.332 328.401 
22STC083  120160721140337 073114.16S 1043115.53E  6  925.101-9-9.99 22.452  910.292  65.101  11.352 328.301 
22STC083  120160721140338 073114.48S 1043115.75E  6  928.501-9-9.99 22.422  909.942  65.301  11.372 328.201 
22STC083  120160721140339 073114.81S 1043116.00E  6  931.901-9-9.99 22.392  909.582  65.601  11.392 328.001 
22STC083  120160721140340 073115.13S 1043116.22E  6  935.401-9-9.99 22.362  909.222  65.901  11.412 327.901 
22STC083  120160721140341 073115.46S 1043116.46E  6  939.001-9-9.99 22.332  908.852  66.301  11.432 327.701 
22STC083  120160721140342 073115.78S 1043116.68E  6  942.601-9-9.99 22.302  908.472  66.701  11.452 327.601 
22STC083  120160721140343 073116.10S 1043116.90E  6  946.301-9-9.99 22.272  908.092  67.301  11.472 327.401 
22STC083  120160721140344 073116.43S 1043117.12E  6  950.001-9-9.99 22.242  907.702  68.001  11.492 327.301 
22STC083  120160721140345 073116.75S 1043117.29E  6  953.701-9-9.99 22.202  907.322  68.701  11.512 327.101 
22STC083  120160721140346 073117.11S 1043117.51E  6  957.401-9-9.99 22.162  906.942  69.601  11.522 327.001 
22STC083  120160721140347 073117.44S 1043117.70E  6  960.901-9-9.99 22.112  906.572  70.401  11.542 326.801 
22STC083  120160721140348 073117.76S 1043117.89E  6  964.301-9-9.99 22.072  906.212  71.201  11.552 326.701 
22STC083  120160721140349 073118.05S 1043118.17E  6  967.701-9-9.99 22.032  905.862  71.901  11.562 326.601 
22STC083  120160721140350 073118.37S 1043118.41E  6  971.101-9-9.99 22.002  905.522  72.501  11.582 326.401 
22STC083  120160721140351 073118.70S 1043118.69E  6  974.401-9-9.99 21.982  905.172  72.901  11.592 326.301 
22STC083  120160721140352 073119.02S 1043118.94E  6  977.901-9-9.99 21.972  904.812  73.001  11.612 326.101 
22STC083  120160721140353 073119.34S 1043119.21E  6  981.301-9-9.99 21.982  904.452  72.901  11.632 326.001 
22STC083  120160721140354 073119.70S 1043119.40E  6  984.801-9-9.99 21.992  904.092  72.501  11.642 325.901 
22STC083  120160721140355 073120.03S 1043119.62E  6  988.301-9-9.99 22.012  903.732  72.101  11.672 325.801 
22STC083  120160721140356 073120.39S 1043119.84E  6  991.801-9-9.99 22.022  903.372  71.701  11.692 325.701 
22STC083  120160721140357 073120.68S 1043120.06E  6  995.301-9-9.99 22.032  903.012  71.201  11.712 325.601 
22STC083  120160721140358 073121.00S 1043120.31E  6  998.801-9-9.99 22.032  902.642  70.801  11.742 325.501 
22STC083  120160721140359 073121.29S 1043120.56E  6 1002.401-9-9.99 22.032  902.272  70.401  11.772 325.401 
22STC083  120160721140400 073121.61S 1043120.78E  6 1006.101-9-9.99 22.032  901.892  70.001  11.802 325.401 
22STC083  120160721140401 073121.94S 1043121.02E  6 1009.801-9-9.99 22.022  901.502  69.701  11.832 325.301 
22STC083  120160721140402 073122.26S 1043121.30E  6 1013.501-9-9.99 22.002  901.122  69.501  11.862 325.301 
22STC083  120160721140403 073122.62S 1043121.49E  6 1017.201-9-9.99 21.982  900.752  69.401  11.882 325.201 
22STC083  120160721140404 073122.94S 1043121.77E  6 1020.801-9-9.99 21.952  900.372  69.401  11.912 325.201 
22STC083  120160721140405 073123.27S 1043121.99E  6 1024.401-9-9.99 21.922  900.002  69.501  11.942 325.201 
22STC083  120160721140406 073123.59S 1043122.18E  6 1028.001-9-9.99 21.882  899.632  69.501  11.972 325.201 
22STC083  120160721140407 073123.95S 1043122.40E  6 1031.701-9-9.99 21.852  899.252  69.601  12.002 325.101 
22STC083  120160721140408 073124.28S 1043122.62E  6 1035.301-9-9.99 21.812  898.882  69.701  12.022 325.101 
22STC083  120160721140409 073124.60S 1043122.86E  6 1039.001-9-9.99 21.772  898.502  69.701  12.042 325.101 
22STC083  120160721140410 073124.85S 1043123.11E  6 1042.701-9-9.99 21.742  898.122  69.801  12.062 325.101 
22STC083  120160721140411 073125.14S 1043123.39E  6 1046.401-9-9.99 21.702  897.742  69.801  12.072 325.001 
22STC083  120160721140412 073125.46S 1043123.66E  6 1050.101-9-9.99 21.672  897.362  69.901  12.082 325.001 
22STC083  120160721140413 073125.79S 1043123.91E  6 1053.901-9-9.99 21.642  896.972  69.801  12.092 324.901 
22STC083  120160721140414 073126.15S 1043124.16E  6 1057.601-9-9.99 21.622  896.582  69.801  12.102 324.901 
22STC083  120160721140415 073126.51S 1043124.38E  6 1061.401-9-9.99 21.592  896.192  69.701  12.112 324.801 
22STC083  120160721140416 073126.87S 1043124.59E  6 1065.201-9-9.99 21.572  895.802  69.701  12.132 324.801 
22STC083  120160721140417 073127.26S 1043124.81E  6 1069.001-9-9.99 21.542  895.412  69.601  12.142 324.701 
22STC083  120160721140418 073127.62S 1043125.03E  6 1072.901-9-9.99 21.512  895.012  69.501  12.162 324.701 
22STC083  120160721140419 073127.95S 1043125.28E  6 1076.601-9-9.99 21.482  894.632  69.501  12.172 324.601 
22STC083  120160721140420 073128.27S 1043125.53E  6 1080.301-9-9.99 21.452  894.252  69.501  12.182 324.601 
22STC083  120160721140421 073128.60S 1043125.83E  6 1083.801-9-9.99 21.422  893.892  69.501  12.192 324.601 
22STC083  120160721140422 073128.92S 1043126.08E  6 1087.301-9-9.99 21.392  893.542  69.401  12.202 324.601 
22STC083  120160721140423 073129.24S 1043126.33E  6 1090.601-9-9.99 21.362  893.192  69.401  12.202 324.601 
22STC083  120160721140424 073129.60S 1043126.54E  6 1093.901-9-9.99 21.332  892.852  69.501  12.212 324.701 
22STC083  120160721140425 073130.00S 1043126.79E  6 1097.201-9-9.99 21.312  892.522  69.601  12.212 324.801 
22STC083  120160721140426 073130.36S 1043127.04E  6 1100.401-9-9.99 21.282  892.192  69.801  12.212 324.901 
22STC083  120160721140427 073130.68S 1043127.26E  6 1103.601-9-9.99 21.262  891.862  70.001  12.222 325.101 
22STC083  120160721140428 073130.97S 1043127.51E  6 1106.801-9-9.99 21.252  891.532  70.401  12.212 325.201 
22STC083  120160721140429 073131.26S 1043127.78E  6 1110.101-9-9.99 21.242  891.202  70.601  12.212 325.401 
22STC083  120160721140430 073131.58S 1043128.03E  6 1113.401-9-9.99 21.242  890.862  70.801  12.202 325.701 
22STC083  120160721140431 073131.87S 1043128.30E  6 1116.801-9-9.99 21.252  890.512  70.701  12.192 325.901 
22STC083  120160721140432 073132.20S 1043128.60E  6 1120.301-9-9.99 21.262  890.152  70.501  12.182 326.101 
22STC083  120160721140433 073132.52S 1043128.85E  6 1123.901-9-9.99 21.282  889.782  70.101  12.172 326.401 
22STC083  120160721140434 073132.84S 1043129.10E  6 1127.601-9-9.99 21.282  889.412  69.701  12.172 326.601 
22STC083  120160721140435 073133.20S 1043129.32E  6 1131.201-9-9.99 21.292  889.042  69.401  12.162 326.801 
22STC083  120160721140436 073133.53S 1043129.54E  6 1134.901-9-9.99 21.292  888.672  69.101  12.152 327.101 
22STC083  120160721140437 073133.92S 1043129.79E  6 1138.501-9-9.99 21.282  888.292  68.901  12.152 327.301 
22STC083  120160721140438 073134.28S 1043130.01E  6 1142.201-9-9.99 21.272  887.912  68.801  12.152 327.401 
22STC083  120160721140439 073134.61S 1043130.25E  6 1146.101-9-9.99 21.262  887.522  68.801  12.152 327.601 
22STC083  120160721140440 073134.93S 1043130.50E  6 1150.101-9-9.99 21.242  887.112  68.801  12.152 327.801 
22STC083  120160721140441 073135.26S 1043130.72E  6 1154.401-9-9.99 21.212  886.672  68.901  12.162 327.901 
22STC083  120160721140442 073135.58S 1043130.97E  6 1158.901-9-9.99 21.172  886.212  68.901  12.172 328.101 
22STC083  120160721140443 073135.87S 1043131.19E  6 1163.601-9-9.99 21.132  885.742  69.001  12.182 328.301 
22STC083  120160721140444 073136.19S 1043131.41E  6 1168.301-9-9.99 21.092  885.262  69.001  12.192 328.401 
22STC083  120160721140445 073136.55S 1043131.63E  6 1172.801-9-9.99 21.052  884.802  69.101  12.212 328.601 
22STC083  120160721140446 073136.98S 1043131.76E  6 1177.001-9-9.99 21.002  884.372  69.301  12.232 328.801 
22STC083  120160721140447 073137.38S 1043131.90E  6 1181.101-9-9.99 20.962  883.962  69.501  12.242 328.901 
22STC083  120160721140448 073137.81S 1043132.09E  6 1184.901-9-9.99 20.922  883.572  70.001  12.262 329.101 
22STC083  120160721140449 073138.21S 1043132.26E  6 1188.601-9-9.99 20.902  883.202  70.601  12.282 329.301 
22STC083  120160721140450 073138.60S 1043132.45E  6 1192.101-9-9.99 20.892  882.842  71.401  12.302 329.401 
22STC083  120160721140451 073138.96S 1043132.67E  6 1195.601-9-9.99 20.902  882.482  72.001  12.322 329.601 
22STC083  120160721140452 073139.29S 1043132.89E  6 1199.101-9-9.99 20.922  882.132  72.501  12.352 329.801 
22STC083  120160721140453 073139.65S 1043133.11E  6 1202.601-9-9.99 20.952  881.772  72.601  12.372 329.901 
22STC083  120160721140454 073139.97S 1043133.36E  6 1206.101-9-9.99 20.982  881.422  72.401  12.402 330.101 
22STC083  120160721140455 073140.33S 1043133.58E  6 1209.601-9-9.99 21.002  881.072  72.001  12.422 330.201 
22STC083  120160721140456 073140.69S 1043133.82E  6 1213.001-9-9.99 21.022  880.732  71.601  12.432 330.301 
22STC083  120160721140457 073141.05S 1043134.07E  6 1216.401-9-9.99 21.032  880.382  71.201  12.452 330.301 
22STC083  120160721140458 073141.41S 1043134.32E  6 1219.901-9-9.99 21.032  880.032  70.801  12.462 330.301 
22STC083  120160721140459 073141.77S 1043134.56E  6 1223.501-9-9.99 21.022  879.662  70.601  12.482 330.301 
22STC083  120160721140500 073142.13S 1043134.78E  6 1227.101-9-9.99 21.012  879.292  70.301  12.502 330.201 
22STC083  120160721140501 073142.49S 1043135.03E  6 1230.901-9-9.99 20.992  878.922  70.101  12.522 330.201 
22STC083  120160721140502 073142.85S 1043135.25E  6 1234.501-9-9.99 20.972  878.542  70.001  12.542 330.101 
22STC083  120160721140503 073143.21S 1043135.47E  6 1238.101-9-9.99 20.942  878.182  69.801  12.572 330.001 
22STC083  120160721140504 073143.57S 1043135.66E  6 1241.601-9-9.99 20.912  877.832  69.601  12.592 329.901 
22STC083  120160721140505 073143.93S 1043135.86E  6 1245.001-9-9.99 20.892  877.492  69.401  12.612 329.801 
22STC083  120160721140506 073144.33S 1043136.13E  6 1248.401-9-9.99 20.862  877.152  69.301  12.632 329.701 
22STC083  120160721140507 073144.72S 1043136.32E  6 1251.801-9-9.99 20.842  876.802  69.201  12.652 329.601 
22STC083  120160721140508 073145.08S 1043136.60E  6 1255.301-9-9.99 20.812  876.452  69.101  12.672 329.501 
22STC083  120160721140509 073145.48S 1043136.84E  6 1258.901-9-9.99 20.782  876.082  69.101  12.692 329.501 
22STC083  120160721140510 073145.84S 1043137.06E  6 1262.601-9-9.99 20.752  875.722  69.001  12.712 329.401 
22STC083  120160721140511 073146.20S 1043137.28E  6 1266.301-9-9.99 20.722  875.342  69.001  12.742 329.401 
22STC083  120160721140512 073146.56S 1043137.48E  6 1270.201-9-9.99 20.692  874.952  68.901  12.762 329.501 
22STC083  120160721140513 073146.92S 1043137.75E  6 1274.101-9-9.99 20.652  874.552  68.801  12.782 329.501 
22STC083  120160721140514 073147.28S 1043137.94E  6 1278.201-9-9.99 20.632  874.152  68.701  12.792 329.501 
22STC083  120160721140515 073147.64S 1043138.14E  6 1282.201-9-9.99 20.602  873.742  68.501  12.792 329.601 
22STC083  120160721140516 073147.96S 1043138.36E  6 1286.201-9-9.99 20.572  873.342  68.401  12.792 329.601 
22STC083  120160721140517 073148.36S 1043138.57E  6 1290.201-9-9.99 20.542  872.942  68.201  12.782 329.701 
22STC083  120160721140518 073148.76S 1043138.74E  6 1294.101-9-9.99 20.522  872.542  68.101  12.772 329.701 
22STC083  120160721140519 073149.12S 1043138.99E  6 1298.001-9-9.99 20.492  872.152  68.001  12.762 329.801 
22STC083  120160721140520 073149.51S 1043139.26E  6 1301.901-9-9.99 20.462  871.762  67.901  12.762 329.801 
22STC083  120160721140521 073149.91S 1043139.51E  6 1305.601-9-9.99 20.432  871.382  67.801  12.752 329.801 
22STC083  120160721140522 073150.27S 1043139.78E  6 1309.401-9-9.99 20.412  871.012  67.601  12.752 329.901 
22STC083  120160721140523 073150.66S 1043140.03E  6 1313.001-9-9.99 20.392  870.642  67.301  12.742 329.901 
22STC083  120160721140524 073151.02S 1043140.25E  6 1316.601-9-9.99 20.382  870.282  66.901  12.732 329.901 
22STC083  120160721140525 073151.38S 1043140.47E  6 1320.201-9-9.99 20.372  869.932  66.401  12.732 329.901 
22STC083  120160721140526 073151.78S 1043140.72E  6 1323.701-9-9.99 20.372  869.572  66.201  12.722 329.901 
22STC083  120160721140527 073152.14S 1043140.94E  6 1327.201-9-9.99 20.372  869.222  66.201  12.712 329.901 
22STC083  120160721140528 073152.50S 1043141.16E  6 1330.801-9-9.99 20.362  868.872  66.401  12.712 329.901 
22STC083  120160721140529 073152.86S 1043141.38E  6 1334.401-9-9.99 20.342  868.502  67.001  12.712 329.901 
22STC083  120160721140530 073153.26S 1043141.62E  6 1338.301-9-9.99 20.312  868.122  67.901  12.712 329.901 
22STC083  120160721140531 073153.65S 1043141.84E  6 1342.301-9-9.99 20.262  867.722  68.801  12.702 329.901 
22STC083  120160721140532 073154.01S 1043142.09E  6 1346.401-9-9.99 20.212  867.312  69.801  12.692 329.801 
22STC083  120160721140533 073154.41S 1043142.31E  6 1350.401-9-9.99 20.162  866.902  70.701  12.682 329.801 
22STC083  120160721140534 073154.77S 1043142.53E  6 1354.401-9-9.99 20.102  866.502  71.501  12.662 329.701 
22STC083  120160721140535 073155.09S 1043142.69E  6 1358.101-9-9.99 20.062  866.132  72.101  12.642 329.701 
22STC083  120160721140536 073155.42S 1043142.89E  6 1361.601-9-9.99 20.012  865.782  72.601  12.622 329.601 
22STC083  120160721140537 073155.74S 1043143.08E  6 1365.001-9-9.99 19.982  865.442  73.001  12.602 329.601 
22STC083  120160721140538 073156.06S 1043143.27E  6 1368.401-9-9.99 19.952  865.102  73.201  12.582 329.501 
22STC083  120160721140539 073156.42S 1043143.49E  6 1371.801-9-9.99 19.932  864.762  73.301  12.562 329.401 
22STC083  120160721140540 073156.82S 1043143.71E  6 1375.301-9-9.99 19.912  864.412  73.401  12.542 329.301 
22STC083  120160721140541 073157.22S 1043143.96E  6 1378.901-9-9.99 19.882  864.052  73.401  12.512 329.301 
22STC083  120160721140542 073157.61S 1043144.23E  6 1382.701-9-9.99 19.862  863.682  73.501  12.482 329.201 
22STC083  120160721140543 073158.01S 1043144.43E  6 1386.501-9-9.99 19.842  863.302  73.601  12.452 329.001 
22STC083  120160721140544 073158.37S 1043144.70E  6 1390.401-9-9.99 19.812  862.912  73.901  12.432 328.901 
22STC083  120160721140545 073158.73S 1043144.86E  6 1394.301-9-9.99 19.792  862.522  74.101  12.412 328.801 
22STC083  120160721140546 073159.09S 1043145.08E  6 1398.201-9-9.99 19.772  862.132  74.301  12.402 328.601 
22STC083  120160721140547 073159.41S 1043145.30E  6 1402.101-9-9.99 19.752  861.742  74.301  12.402 328.501 
22STC083  120160721140548 073159.74S 1043145.47E  6 1406.101-9-9.99 19.742  861.352  74.101  12.392 328.301 
22STC083  120160721140549 073200.10S 1043145.69E  6 1410.001-9-9.99 19.732  860.962  73.801  12.392 328.201 
22STC083  120160721140550 073200.42S 1043145.94E  6 1413.801-9-9.99 19.742  860.592  73.401  12.382 328.101 
22STC083  120160721140551 073200.78S 1043146.16E  6 1417.501-9-9.99 19.742  860.222  73.001  12.382 327.901 
22STC083  120160721140552 073201.14S 1043146.40E  6 1421.001-9-9.99 19.752  859.872  72.501  12.382 327.801 
